date,respondent,class,total_renewable,total_mwh,pct_of_total
2020-08-31,PJM,traditional,2267566,2367434,95.78159306658601
2020-09-01,ISNE,green,16869,261869,6.441770503572397
2020-09-01,ISNE,traditional,245000,261869,93.5582294964276
2020-09-01,PJM,green,78987,2480170,3.184741368535221
2020-09-01,PJM,traditional,2401183,2480170,96.81525863146477
2020-09-02,ISNE,green,21626,273097,7.918798082732509
2020-09-02,ISNE,traditional,251471,273097,92.08120191726749
2020-09-02,PJM,green,99474,2631131,3.780655543186561
2020-09-02,PJM,traditional,2531657,2631131,96.21934445681345
2020-09-03,ISNE,green,15577,293244,5.311958641950048
2020-09-03,ISNE,traditional,277667,293244,94.68804135804996
2020-09-03,PJM,green,146612,2659729,5.512290913848742
2020-09-03,PJM,traditional,2513117,2659729,94.48770908615126
2020-09-04,ISNE,green,20073,284015,7.067584458567329
2020-09-04,ISNE,traditional,263942,284015,92.93241554143266
2020-09-04,PJM,green,116516,2492516,4.674633984295387
2020-09-04,PJM,traditional,2376000,2492516,95.32536601570462
2020-09-08,ISNE,green,19948,289860,6.881943006968881
2020-09-08,ISNE,traditional,269912,289860,93.11805699303112
2020-09-08,PJM,green,112001,2443405,4.583808251190449
2020-09-08,PJM,traditional,2331404,2443405,95.41619174880955
2020-09-09,ISNE,green,13330,302958,4.3999498280289675
2020-09-09,ISNE,traditional,289628,302958,95.60005017197103
2020-09-09,PJM,green,73688,2472228,2.9806312362775604
2020-09-09,PJM,traditional,2398540,2472228,97.01936876372244
2020-09-10,ISNE,green,19127,317791,6.018735584078844
2020-09-10,ISNE,traditional,298664,317791,93.98126441592115
2020-09-10,PJM,green,80878,2531685,3.194631243618381
2020-09-10,PJM,traditional,2450807,2531685,96.80536875638161
2020-09-11,ISNE,green,14271,262550,5.435536088364121
2020-09-11,ISNE,traditional,248279,262550,94.56446391163588
2020-09-11,PJM,green,80577,2334703,3.4512741021020665
2020-09-11,PJM,traditional,2254126,2334703,96.54872589789794
2020-09-14,ISNE,green,27643,262530,10.529463299432445
2020-09-14,ISNE,traditional,234887,262530,89.47053670056755
2020-09-14,PJM,green,74472,2205790,3.376205350464006
2020-09-14,PJM,traditional,2131318,2205790,96.623794649536
2020-09-15,ISNE,green,14672,245228,5.983003572185884
2020-09-15,ISNE,traditional,230556,245228,94.01699642781412
2020-09-15,PJM,green,76470,2035436,3.7569346321869124
2020-09-15,PJM,traditional,1958966,2035436,96.24306536781309
2020-09-16,ISNE,green,24105,243530,9.898164497187205
2020-09-16,ISNE,traditional,219425,243530,90.1018355028128
2020-09-16,PJM,green,80625,2062601,3.908899491467327
2020-09-16,PJM,traditional,1981976,2062601,96.09110050853268
2020-09-17,ISNE,green,15592,268210,5.813355206740987
2020-09-17,ISNE,traditional,252618,268210,94.186644793259
2020-09-17,PJM,green,79359,2089531,3.7979336032822677
2020-09-17,PJM,traditional,2010172,2089531,96.20206639671774
2020-09-18,ISNE,green,17159,253375,6.7721756290083865
2020-09-18,ISNE,traditional,236216,253375,93.22782437099161
2020-09-18,PJM,green,103606,2028220,5.10822297383913
2020-09-18,PJM,traditional,1924614,2028220,94.89177702616087
2020-09-21,ISNE,green,11109,252335,4.4024808290566115
2020-09-21,ISNE,traditional,241226,252335,95.59751917094339
2020-09-21,PJM,green,99875,1957622,5.101853166750272
2020-09-21,PJM,traditional,1857747,1957622,94.89814683324973
2020-09-22,ISNE,green,22028,255785,8.61192016732803
2020-09-22,ISNE,traditional,233757,255785,91.38807983267198
2020-09-22,PJM,green,81848,1989461,4.114079140028379
2020-09-22,PJM,traditional,1907613,1989461,95.88592085997162
2020-09-23,ISNE,green,29297,257219,11.389905100323071
2020-09-23,ISNE,traditional,227922,257219,88.61009489967692
2020-09-23,PJM,green,81613,2042115,3.996493831150547
2020-09-23,PJM,traditional,1960502,2042115,96.00350616884946
2020-09-24,ISNE,green,19851,270820,7.329960859611551
2020-09-24,ISNE,traditional,250969,270820,92.67003914038845
2020-09-24,PJM,green,63151,2067141,3.054992378362192
2020-09-24,PJM,traditional,2003990,2067141,96.94500762163781
2020-09-25,ISNE,green,10269,273214,3.758592165848017
2020-09-25,ISNE,traditional,262945,273214,96.24140783415199
2020-09-25,PJM,green,73025,2062655,3.5403399986910076
2020-09-25,PJM,traditional,1989630,2062655,96.45966000130899
2020-09-28,ISNE,green,19728,278800,7.076040172166427
2020-09-28,ISNE,traditional,259072,278800,92.92395982783357
2020-09-28,PJM,green,107251,2166115,4.9513068327397205
2020-09-28,PJM,traditional,2058864,2166115,95.04869316726028
2020-09-29,ISNE,green,15910,276244,5.7594011091643615
2020-09-29,ISNE,traditional,260334,276244,94.24059889083564
2020-09-29,PJM,green,78810,2110711,3.733812918964273
2020-09-29,PJM,traditional,2031901,2110711,96.26618708103572
2020-09-30,ISNE,green,24842,252001,9.857897389296074
2020-09-30,ISNE,traditional,227159,252001,90.14210261070392
2020-09-30,PJM,green,173819,1985570,8.754110910217216
2020-09-30,PJM,traditional,1811751,1985570,91.24588908978278
2020-10-01,ISNE,green,22875,227467,10.05640378604369
2020-10-01,ISNE,traditional,204592,227467,89.94359621395631
2020-10-01,PJM,green,119112,1991483,5.981070388248356
2020-10-01,PJM,traditional,1872371,1991483,94.01892961175164
2020-10-02,ISNE,green,14612,221084,6.609252591775072
2020-10-02,ISNE,traditional,206472,221084,93.39074740822493
2020-10-02,PJM,green,72465,1944835,3.726023030231356
2020-10-02,PJM,traditional,1872370,1944835,96.27397696976865
2020-10-05,ISNE,green,13872,208752,6.645205794435502
2020-10-05,ISNE,traditional,194880,208752,93.3547942055645
2020-10-05,PJM,green,94891,1937702,4.897089438933334
2020-10-05,PJM,traditional,1842811,1937702,95.10291056106666
2020-10-06,ISNE,green,23029,212158,10.85464606566804
2020-10-06,ISNE,traditional,189129,212158,89.14535393433196
2020-10-06,PJM,green,151175,1960997,7.709088795138391
2020-10-06,PJM,traditional,1809822,1960997,92.2909112048616
2020-10-07,ISNE,green,23793,222526,10.692233716509532
2020-10-07,ISNE,traditional,198733,222526,89.30776628349047
2020-10-07,PJM,green,167704,2010711,8.340532279377792
2020-10-07,PJM,traditional,1843007,2010711,91.65946772062222
2020-10-08,ISNE,green,35729,217264,16.444970174534205
2020-10-08,ISNE,traditional,181535,217264,83.5550298254658
2020-10-08,PJM,green,72422,1945431,3.722671222983493
2020-10-08,PJM,traditional,1873009,1945431,96.2773287770165
2020-10-09,ISNE,green,25728,211605,12.158502870915148
2020-10-09,ISNE,traditional,185877,211605,87.84149712908486
2020-10-09,PJM,green,145143,1948713,7.448146545951097
2020-10-09,PJM,traditional,1803570,1948713,92.55185345404891
2020-10-12,ISNE,green,23735,217571,10.909082552362218
2020-10-12,ISNE,traditional,193836,217571,89.09091744763778
2020-10-12,PJM,green,156709,1994079,7.858715727912485
2020-10-12,PJM,traditional,1837370,1994079,92.14128427208752
2020-10-13,ISNE,green,23551,235797,9.987828513509502
2020-10-13,ISNE,traditional,212246,235797,90.0121714864905
